id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans
1,"18","adh3","JS1304","YPD",30,20,0,0,17,3,0,0,32|single,28|single,47|single,30|single,8|single,20|single,23|single,42|single,26|single,11|single,13|single,22|single,26|single,46|small bud,21|small bud,38|single,30|small bud,29|single,18|single,33|single,
2,"18","aim9","JS1328","YPD",30,20,1,0,15,3,1,0,32|single,29|single,32|single,32|single,16|single,26|small bud,11|single,14|single,29|small bud,29|small bud,26|single,28|single,33|single,17|single,28|single,23|single,,39|single,26|large bud,24|single,
3,"18","alo1","JS1281","YPD",30,20,0,0,9,9,1,1,22|single,18|single,35|single,41|single,26|small bud,16|small bud,17|cluster,21|small bud,14|single,24|small bud,24|small bud,14|small bud,26|single,28|single,19|small bud,24|small bud,29|small bud,17|large bud,29|single,14|single,
4,"18","atp5","JS1270","YPD",30,20,0,0,16,4,0,0,46|single,32|single,30|single,35|single,22|single,2|single,23|small bud,10|single,24|single,20|small bud,37|single,33|single,24|small bud,16|single,17|single,32|single,17|single,50|single,29|single,30|small bud,
5,"18","est3","JS1308","YPD",30,20,0,0,7,7,3,3,2|single,2|small bud,11|single,3|small bud,8|cluster,1|large bud,5|large bud,2|single,3|single,8|small bud,7|small bud,1|small bud,6|cluster,4|large bud,4|cluster,0|single,6|small bud,2|single,8|small bud,2|single,
6,"18","fzo1","JS1341","YPD",30,20,0,0,10,5,2,3,25|small bud,27|single,17|single,0|single,17|small bud,21|large bud,33|single,9|cluster,27|single,22|large bud,15|cluster,17|single,19|single,32|single,17|cluster,27|single,22|small bud,23|single,25|small bud,20|small bud,
7,"18","hmx1","JS1333","YPD",30,20,0,0,13,6,0,1,19|single,36|single,33|single,18|single,22|small bud,26|single,35|single,24|cluster,45|small bud,14|small bud,22|single,31|single,41|small bud,38|single,29|single,28|single,24|small bud,23|small bud,43|single,27|single,
8,"18","hop1","JS1394","YPD",30,20,0,0,14,5,0,1,34|small bud,27|single,24|single,23|single,32|small bud,20|small bud,34|single,23|single,11|single,25|small bud,27|single,9|single,21|single,27|small bud,22|single,30|single,42|single,28|cluster,37|single,23|single,
9,"18","hpr1","JS1355","YPD",30,20,0,0,10,2,0,0,5,6,4,4,3,8,14,7,9|single,4|single,4|single,9|single,7|single,5|single,2|small bud,5|single,2|single,7|small bud,9|single,1|single,
10,"18","nup84","JS1384","YPD",30,20,0,0,10,3,3,4,12|single,21|single,16|single,32|large bud,23|small bud,20|cluster,28|single,20|cluster,31|single,28|small bud,15|small bud,18|single,23|cluster,17|large bud,27|single,16|large bud,21|cluster,24|single,25|single,10|single,
11,"18","tom71","JS1387","YPD",30,20,0,0,9,7,1,3,13|single,31|small bud,25|large bud,14|small bud,28|cluster,31|single,13|single,28|small bud,23|single,17|single,17|cluster,37|single,34|single,16|single,33|small bud,26|cluster,30|single,17|small bud,22|small bud,32|small bud,
12,"18","vma5","JS274","YPD",30,20,0,0,15,4,1,0,6|single,6|single,6|single,3|single,0|single,3|single,7|single,2|single,12|single,8|large bud,2|single,6|single,2|small bud,6|small bud,7|small bud,6|small bud,4|single,2|single,1|single,3|single,
13,"18","vma6","JS273","YPD",30,20,0,0,4,14,0,2,2|small bud,5|small bud,1|small bud,5|single,0|single,3|small bud,4|small bud,3|small bud,1|small bud,6|small bud,4|small bud,4|small bud,6|single,9|cluster,3|small bud,2|small bud,6|small bud,3|single,4|cluster,2|small bud,
14,"18","vma5","JS274","YPD",30,20,0,0,10,8,1,0,2,1|single,5|single,4|small bud,1|small bud,2|small bud,1|single,19|single,2|single,1|small bud,0|single,10|single,12|small bud,1|single,1|small bud,1|small bud,6|single,5|single,1|small bud,4|large bud,
15,"18","vma6","JS273","YPD",30,20,0,0,10,8,0,2,3|single,1|single,3|small bud,7|small bud,2|small bud,0|single,1|single,4|cluster,1|small bud,0|single,4|single,1|single,3|cluster,1|single,3|single,1|small bud,15|small bud,4|small bud,5|small bud,1|single,
16,"18","atp5","JS1270","YPD",30,20,0,0,14,6,0,0,45|single,32|single,39|small bud,14|small bud,32|small bud,26|small bud,43|single,32|single,36|single,50|single,38|single,18|single,7|single,21|small bud,14|single,30|single,29|small bud,53|single,41|single,42|single,
17,"18","adh3","JS1304","YPD",30,20,0,0,14,6,0,0,25|small bud,9|small bud,24|single,12|single,10|single,23|single,15|single,46|single,38|single,34|single,25|single,38|single,20|small bud,28|single,29|single,20|small bud,15|single,25|small bud,19|single,14|small bud,
18,"18","BY4742","JS34","YPD",30,20,0,0,12,4,0,4,20|single,21|cluster,37|single,29|single,25|cluster,23|single,13|single,24|single,20|small bud,43|single,25|single,20|cluster,16|single,31|single,5|single,22|small bud,23|single,15|cluster,15|small bud,39|small bud,
19,"18","adh3","JS1304","0.05% D",30,20,0,0,12,6,1,1,30|single,31|single,16|single,53|small bud,21|small bud,18|small bud,26|single,29|single,13|small bud,22|single,54|single,9|single,18|cluster,29|small bud,15|large bud,29|single,35|single,16|small bud,33|single,14|single,
20,"18","aim9","JS1328","0.05% D",30,20,0,0,11,5,4,0,42|small bud,35|single,22|large bud,56|single,26|single,28|single,33|single,49|single,19|single,12|single,21|large bud,21|single,32|small bud,10|small bud,20|small bud,23|single,2|large bud,31|single,22|large bud,32|small bud,
21,"18","alo1","JS1281","0.05% D",30,20,0,0,13,5,1,1,37|small bud,42|small bud,30|single,29|single,26|cluster,48|single,16|single,34|small bud,32|small bud,15|single,33|large bud,32|small bud,23|single,27|single,31|single,37|single,39|single,57|single,56|single,17|single,
22,"18","atp5","JS1270","0.05% D",30,20,0,0,15,5,0,0,24|small bud,33|single,45|small bud,25|small bud,33|single,20|single,30|single,21|single,19|single,20|single,22|single,10|single,22|small bud,48|single,14|small bud,51|single,29|single,31|single,35|single,26|single,
23,"18","est3","JS1308","0.05% D",30,20,0,0,11,2,3,4,5|cluster,12|single,6|single,7|large bud,8|single,11|single,7|small bud,2|single,2|large bud,8|single,7|small bud,8|single,7|single,7|cluster,6|single,7|large bud,6|single,12|single,2|cluster,6|cluster,
24,"18","fzo1","JS1341","0.05% D",30,20,0,0,15,5,0,0,2|small bud,32|single,40|single,19|single,58|single,19|single,54|single,19|small bud,26|single,38|single,26|single,46|single,23|small bud,30|single,22|small bud,47|small bud,25|single,35|single,22|single,19|single,
25,"18","hmx1","JS1333","0.05% D",30,20,0,0,12,2,3,3,26|single,28|small bud,39|single,54|cluster,30|single,34|single,24|single,24|single,27|single,37|single,40|cluster,11|large bud,24|large bud,31|single,26|single,25|single,17|single,17|large bud,48|small bud,20|cluster,
26,"18","hop1","JS1394","0.05% D",30,20,0,0,16,0,3,1,27|single,42|single,31|single,23|single,15|single,26|single,10|large bud,41|single,32|single,22|single,10|single,26|large bud,15|single,20|single,15|single,38|single,29|single,44|cluster,28|large bud,17|single,
27,"18","hpr1","JS1355","0.05% D",30,20,0,0,17,3,0,0,3|single,3|single,4|single,8|small bud,8|single,2|single,5|single,3|single,3|single,5|single,6|single,4|single,3|single,3|single,2|single,5|small bud,6|single,4|single,4|single,5|small bud,
28,"18","nup84","JS1384","0.05% D",30,20,0,0,10,6,2,2,9|small bud,11|large bud,16|cluster,26|single,26|single,31|small bud,10|single,32|small bud,17|single,14|single,31|single,12|small bud,12|small bud,31|single,17|single,17|single,20|cluster,21|small bud,20|large bud,19|single,
29,"18","tom71","JS1387","0.05% D",30,20,0,0,15,4,1,0,20|single,30|single,34|small bud,46|single,15|single,41|single,13|small bud,21|single,34|single,16|single,7|large bud,36|single,40|single,11|small bud,20|single,19|single,16|single,44|single,38|single,39|small bud,
30,"18","vma5","JS274","0.05% D",30,20,0,0,17,3,0,0,0|single,0|single,0|single,0|single,0|single,0|single,0|single,0|small bud,0|single,0|single,0|single,2|small bud,0|single,0|single,1|small bud,2|single,0|single,0|single,0|single,0|single,
31,"18","vma6","JS273","0.05% D",30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,
32,"18","vma5","JS274","0.05% D",30,20,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
33,"18","vma6","JS273","0.05% D",30,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,"18","atp5","JS1270","0.05% D",30,20,0,0,14,4,1,1,47|single,49|small bud,23|single,14|small bud,23|small bud,41|single,25|large bud,32|single,17|single,44|single,23|single,28|single,22|cluster,31|single,45|single,21|single,5|small bud,31|single,28|single,48|single,
35,"18","adh3","JS1304","0.05% D",30,20,0,0,12,6,2,0,12|large bud,33|single,18|single,15|single,37|small bud,44|small bud,14|single,40|small bud,16|single,37|single,12|single,34|single,17|small bud,12|small bud,22|single,38|large bud,12|single,35|single,9|small bud,27|single,
36,"18","BY4742","JS34","0.05% D",30,20,1,0,13,4,1,1,28|single,28|small bud,27|cluster,38|single,26|single,43|single,21|small bud,30|small bud,33|single,27|single,30|single,19|single,13|small bud,22|single,22|single,,18|large bud,20|single,25|single,14|single,
