id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans
1,"3","por1","BW71","YPD",30,20,0,0,19,1,0,0,2|single,13|single,3|single,5|single,7|single,2|single,10|single,13|single,2|single,1|single,13|single,9|single,13|single,6|single,14|single,22|small bud,7|single,16|single,13|single,10|single,
2,"3","por1","BW71","YPD",30,20,0,0,20,0,0,0,5|single,0|single,14|single,22|single,4|single,12|single,3|single,4|single,0|single,7|single,7|single,14|single,0|single,0|single,0|single,2|single,0|single,0|single,0|single,15|single,
3,"3","BY4741","GS1821 ","YPD",30,20,0,0,16,3,1,0,0|single,0|single,0|single,0|single,0|single,0|single,0|single,0|single,0|single,0|single,0|small bud,0|large bud,0|single,0|single,0|single,0|small bud,0|single,0|small bud,0|single,0|single,
4,"3","hac1","DC:31D10 ","YPD",30,20,0,0,9,7,0,4,23|cluster,21|single,17|single,15|single,37|cluster,31|single,21|cluster,17|small bud,27|small bud,27|small bud,31|single,19|single,22|single,19|small bud,12|small bud,20|single,25|single,18|small bud,28|cluster,19|small bud,
5,"3","BY4741","GS1821 ","YPD",30,20,0,0,15,2,2,1,17|cluster,24|large bud,35|small bud,33|large bud,13|single,39|single,24|single,27|single,10|single,11|single,21|single,29|single,33|single,41|single,24|small bud,24|single,22|single,35|single,40|single,33|single,
6,"3","hac1","DC:31D10 ","YPD",30,20,0,0,14,4,2,0,32|single,7|large bud,23|small bud,24|single,34|single,26|single,38|single,38|single,31|single,12|large bud,2|single,16|small bud,11|single,20|single,5|single,31|single,19|small bud,23|single,11|small bud,19|single,
7,"3","alg12","DC:41F1 ","YPD",30,20,0,0,10,3,0,7,16|small bud,20|small bud,29|single,30|single,22|single,37|cluster,27|cluster,17|cluster,19|cluster,37|single,3|single,35|single,46|single,20|cluster,24|cluster,18|single,21|single,14|small bud,30|cluster,12|single,
8,"3","alg12","DC:41F1 ","YPD",30,20,0,0,4,10,2,4,30|cluster,26|cluster,21|small bud,20|cluster,31|small bud,26|small bud,18|single,43|small bud,18|single,21|large bud,26|small bud,42|single,19|small bud,16|small bud,14|cluster,30|small bud,22|small bud,37|single,17|small bud,25|large bud,
9,"3","por1","BW71","0.05% D",30,20,0,0,18,2,0,0,31|single,40|single,12|single,23|single,13|single,31|single,23|single,30|single,25|single,24|single,16|small bud,20|single,28|single,25|single,15|single,21|single,27|single,29|single,16|small bud,23|single,
10,"3","por1","BW71","0.05% D",30,20,0,0,0,0,0,0,25,20,11,31,14,21,14,12,35,12,15,26,15,19,32,20,15,27,27,16,
